no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,arrival_day,booking_status
2,0,0,3,Meal Plan 1,N,Room_Type 1,50,Online,N,0,0,135.9,2,229,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,166,Online,N,0,0,96.3,0,240,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,182,Online,N,0,0,98.1,0,286,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,124,Online,N,0,0,96.3,0,120,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,164,Online,N,0,0,105.3,2,218,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,55,Online,N,0,0,93.6,1,330,Not_Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,55,Offline,N,0,0,104,0,97,Not_Canceled
2,0,2,4,Not Selected,N,Room_Type 1,228,Online,N,0,0,80.75,0,240,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,8,Online,N,0,0,87.98,3,357,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,192,Offline,N,0,0,95,0,176,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,54,Offline,N,0,0,81,0,290,Not_Canceled
1,0,2,1,Meal Plan 1,Y,Room_Type 1,18,Corporate,Y,0,3,67,0,346,Not_Canceled
2,0,0,3,Not Selected,N,Room_Type 1,10,Online,N,0,0,90.33,0,336,Not_Canceled
2,1,1,2,Meal Plan 1,Y,Room_Type 1,118,Online,N,0,0,139.5,1,228,Not_Canceled
2,1,0,2,Meal Plan 1,N,Room_Type 1,15,Online,N,0,0,114,1,64,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,105,2,245,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,66,Offline,N,0,0,75,0,283,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,58,Online,N,0,0,108,2,293,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,44,Online,N,0,0,149.4,2,269,Not_Canceled
2,0,2,4,Not Selected,N,Room_Type 1,9,Online,N,0,0,113,1,307,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,136,Online,N,0,0,105.3,1,127,Not_Canceled
1,0,0,0,Meal Plan 1,N,Room_Type 1,83,Complementary,N,0,0,0,0,352,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,266,Online,N,0,0,73.95,0,361,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Online,N,0,0,130,0,167,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,15,Online,N,0,0,117.3,1,363,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,49,Offline,N,0,0,80.75,0,155,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,143,Offline,N,0,0,100,0,238,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,3,Corporate,N,0,0,100,0,235,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,146,Online,N,0,0,95,0,115,Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,377,Online,N,0,0,90,0,288,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,100,Online,N,0,0,136,0,140,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,16,Online,N,0,0,104,0,341,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,32,Online,N,0,0,96.3,1,293,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,133,Online,N,0,0,121.5,1,161,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,192,Offline,N,0,0,95,0,176,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,0,Offline,N,0,0,109,0,227,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,11,Online,N,0,0,80.75,2,321,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,33,Online,N,0,0,138,0,283,Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,221,Offline,N,0,0,73,0,225,Not_Canceled
2,2,2,1,Meal Plan 1,N,Room_Type 6,110,Online,N,0,0,168.1,3,212,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,26,Offline,N,0,0,87,0,67,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 2,117,Online,N,0,0,97.75,1,180,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,60,Online,N,0,0,99.9,1,173,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,303,Offline,N,0,0,78,1,232,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 2,195,Online,N,0,0,71.22,0,337,Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,221,Online,N,0,0,76.5,1,224,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,130,Offline,N,0,0,99.95,0,254,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Online,N,0,0,130,0,167,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,107,1,1,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,11,Offline,N,0,0,88.5,0,297,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,53,Offline,N,0,0,120,0,288,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Online,N,0,0,130,0,167,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 3,116,Online,N,0,0,80.75,0,163,Canceled
2,2,0,2,Meal Plan 1,N,Room_Type 6,2,Online,N,0,0,148.2,0,336,Not_Canceled
2,0,2,0,Meal Plan 2,N,Room_Type 1,386,Online,N,0,0,115,1,297,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,109,1,76,Not_Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,1,Online,N,0,0,177,4,167,Not_Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,57,Offline,N,0,0,75,0,320,Not_Canceled
2,0,1,2,Not Selected,N,Room_Type 1,3,Online,N,0,0,133,2,265,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Corporate,N,0,0,79,0,202,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,188,Online,N,0,0,130,0,167,Canceled
2,0,2,2,Not Selected,N,Room_Type 1,67,Online,N,0,0,79.2,3,316,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,156,Online,N,0,0,103.5,0,224,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,208,Offline,N,0,0,80.24,2,163,Not_Canceled
2,2,2,5,Meal Plan 1,N,Room_Type 6,196,Online,N,0,0,158.95,0,206,Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 4,44,Online,N,0,0,143.44,2,292,Not_Canceled
3,0,2,3,Meal Plan 1,N,Room_Type 4,110,Online,N,0,0,159.3,0,225,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,8,Corporate,N,0,0,80,0,68,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,303,Offline,N,0,0,78,1,232,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,24,Online,N,0,0,106.33,1,342,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,113,Online,N,0,0,108,1,287,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,377,Online,N,0,0,115,1,288,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,158,Online,N,0,0,99.45,1,185,Not_Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 4,137,Online,N,0,0,133.2,0,236,Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,99,Online,N,0,0,76.5,0,234,Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 1,159,Offline,N,0,0,100,1,100,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,12,Offline,N,0,0,38.67,0,77,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,30,Online,N,0,0,77.5,0,64,Not_Canceled
2,1,0,1,Not Selected,N,Room_Type 1,4,Offline,N,0,0,152.2,0,264,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,72,Online,N,0,0,104.4,1,74,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,112,Online,N,0,0,76.5,1,230,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,103,Online,N,0,0,78.3,0,78,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,142,Online,N,0,0,76.5,1,226,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 4,93,Offline,N,0,0,60,0,362,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,69,Offline,N,0,0,81.09,0,250,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,99,Corporate,N,0,0,86,0,50,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,203,Online,N,0,0,120.7,0,365,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,27,Offline,N,0,0,120,0,161,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 2,8,Online,N,0,0,103,1,71,Not_Canceled
2,1,0,3,Meal Plan 1,N,Room_Type 1,51,Online,N,0,0,129,1,306,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,118.15,0,263,Canceled
0,2,2,2,Meal Plan 1,N,Room_Type 2,208,Online,N,0,0,88.77,2,297,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,113,Corporate,N,0,0,100,0,152,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,20,Online,N,0,0,93.17,1,166,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,131,1,118,Not_Canceled
2,0,0,3,Not Selected,N,Room_Type 2,211,Online,N,0,0,68.69,0,152,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,2,2,Not Selected,N,Room_Type 1,149,Online,N,0,0,80.75,1,178,Not_Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,83,Offline,N,0,0,90.6,0,274,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 4,267,Online,N,0,0,115.2,0,275,Canceled
2,0,2,1,Not Selected,N,Room_Type 1,145,Online,N,0,0,108,1,282,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 4,181,Online,N,0,0,117.73,1,132,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,245,Online,N,0,0,106.59,0,287,Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,33,Online,N,0,0,135.9,1,221,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,314,Online,N,0,0,75,0,286,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,2,Online,N,0,0,194,3,266,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,157,Online,N,0,0,101.58,2,193,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,210,Offline,N,0,0,72.75,0,282,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,140,Online,N,0,0,75.44,1,149,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,10,Corporate,N,0,0,89,0,284,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,179,Online,N,0,0,113.4,0,274,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,125,Online,N,0,0,72.25,1,360,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,15,Online,N,0,0,79,0,43,Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,118,Offline,N,0,0,110,0,158,Not_Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,150,Offline,N,0,0,101,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,36,Offline,N,0,0,85,0,299,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,57,Online,N,0,0,159.3,2,143,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 2,3,Complementary,Y,0,3,0,2,184,Not_Canceled
2,1,2,2,Meal Plan 1,N,Room_Type 4,134,Online,N,0,0,139.95,2,232,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 2,107,Online,N,0,0,76.5,0,225,Not_Canceled
1,0,2,1,Meal Plan 1,N,Room_Type 1,15,Online,N,0,0,97,0,72,Canceled
1,0,2,5,Meal Plan 1,N,Room_Type 4,8,Offline,N,0,0,62.57,0,326,Not_Canceled
2,0,2,1,Meal Plan 2,N,Room_Type 1,150,Offline,N,0,0,101,0,2,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,80,Online,N,0,0,126.9,1,123,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,37,Online,N,0,0,105.3,2,296,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,5,Offline,N,0,0,80,0,293,Not_Canceled
2,0,0,4,Meal Plan 2,N,Room_Type 4,49,Online,N,0,0,94.51,1,342,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 5,32,Online,N,0,0,137.52,0,257,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,57,Online,N,0,0,124.2,0,250,Canceled
2,0,2,2,Not Selected,Y,Room_Type 1,35,Online,N,0,0,82.35,0,50,Not_Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 4,126,Online,N,0,0,106.03,2,125,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,119,Online,N,0,0,90.9,0,106,Canceled
1,0,2,0,Meal Plan 1,N,Room_Type 1,61,Offline,N,0,0,73,0,278,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 4,19,Online,N,0,0,120.12,2,124,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 4,29,Online,N,0,0,144,2,302,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,52,Online,N,0,0,79.2,2,311,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,282,Online,N,0,0,83.3,1,364,Not_Canceled
2,0,2,0,Not Selected,N,Room_Type 1,2,Online,N,0,0,108.5,2,164,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,4,Offline,N,0,0,72.25,0,293,Not_Canceled
1,0,1,0,Meal Plan 1,Y,Room_Type 1,0,Corporate,Y,0,1,88,0,88,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,124,2,249,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,43,Online,N,0,0,75.54,1,161,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 2,33,Offline,N,0,0,83.16,0,295,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Online,N,0,0,89,0,309,Canceled
1,0,0,1,Not Selected,N,Room_Type 5,7,Offline,N,0,0,169,0,139,Not_Canceled
1,1,0,1,Meal Plan 1,N,Room_Type 1,159,Online,N,0,0,105.3,0,218,Canceled
2,0,0,2,Not Selected,N,Room_Type 1,30,Online,N,0,0,98.1,1,145,Canceled
2,2,2,1,Meal Plan 1,N,Room_Type 6,5,Online,N,0,0,209.7,1,247,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,69,Online,N,0,0,72.25,2,320,Not_Canceled
1,0,0,4,Meal Plan 1,N,Room_Type 1,237,Online,N,0,0,107.53,1,286,Canceled
2,2,1,5,Meal Plan 1,N,Room_Type 6,85,Online,N,0,0,180.3,2,200,Not_Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,255,Online,N,0,0,123.75,0,365,Not_Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 4,80,Offline,N,0,0,108,0,283,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,109,0,65,Not_Canceled
1,0,1,0,Not Selected,N,Room_Type 1,20,Offline,N,0,0,58.4,0,45,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,85,Online,N,0,0,116.1,1,173,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,0,Online,N,0,0,119,0,117,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,145,Online,N,0,0,76.5,1,222,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,285,Online,N,0,0,100,0,277,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,164,Offline,N,0,0,100,0,276,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,248,Online,N,0,0,83.38,2,287,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,144,Online,N,0,0,129.6,2,267,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,263,Online,N,0,0,110,0,295,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,37,Online,N,0,0,126.45,0,84,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,8,Online,N,0,0,89.25,1,146,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,50,Offline,N,0,0,51,1,14,Not_Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,110,Online,N,0,0,138.55,2,189,Not_Canceled
3,0,2,1,Meal Plan 1,N,Room_Type 4,91,Online,N,0,0,152.1,0,219,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,173,Online,N,0,0,84.43,1,245,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,90.07,1,315,Not_Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 4,38,Online,N,0,0,168.3,0,230,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,156,Online,N,0,0,99.45,0,215,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,5,Corporate,N,0,0,110,0,145,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,176,Online,N,0,0,49.58,0,238,Canceled
2,1,1,5,Meal Plan 1,N,Room_Type 1,52,Online,N,0,0,105.4,3,354,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,179,2,259,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,68,Offline,N,0,0,60,1,335,Not_Canceled
3,0,1,0,Meal Plan 1,N,Room_Type 4,0,Online,N,0,0,127,0,46,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,259,Online,N,0,0,90,0,126,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,89.89,1,341,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,1,Online,N,0,0,129,0,97,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,56,Offline,N,0,0,120,0,160,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,79,Offline,N,0,0,75,0,318,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,36,Online,N,0,0,63.06,1,69,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,9,Corporate,N,0,0,95,0,294,Not_Canceled
3,0,0,4,Meal Plan 1,N,Room_Type 1,38,Online,N,0,0,139.95,2,103,Not_Canceled
2,0,2,6,Not Selected,N,Room_Type 1,172,Online,N,0,0,89.25,1,205,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,65,Offline,N,0,0,80.75,0,290,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,3,Offline,N,0,0,72.25,0,296,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,177,Online,N,0,0,100,0,155,Canceled
2,0,2,0,Meal Plan 2,N,Room_Type 1,75,Online,N,0,0,105,0,304,Canceled
2,1,2,0,Meal Plan 1,N,Room_Type 1,208,Online,N,0,0,112.5,2,234,Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 4,86,Online,N,0,0,159.3,1,220,Not_Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,40,Offline,N,0,0,95,0,208,Not_Canceled
2,0,2,0,Not Selected,Y,Room_Type 1,21,Online,N,0,0,98,2,255,Not_Canceled
2,1,0,1,Meal Plan 2,N,Room_Type 1,179,Online,N,0,0,155.25,1,209,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,0,Online,N,0,0,114,0,338,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,1,Corporate,N,0,0,65,0,324,Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,301,Online,N,0,0,109,0,212,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,2,Complementary,Y,2,0,0,3,27,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,110,Offline,N,0,0,70,0,344,Not_Canceled
1,0,0,2,Not Selected,N,Room_Type 1,2,Online,N,0,0,75,1,337,Not_Canceled
2,0,2,2,Meal Plan 1,Y,Room_Type 1,43,Offline,N,0,0,64,2,361,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,31,Online,N,0,0,104.64,0,276,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,30,Offline,N,0,0,140,0,154,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,174,Online,N,0,0,112,1,207,Canceled
2,0,0,0,Meal Plan 1,N,Room_Type 4,23,Online,N,0,0,0,1,343,Not_Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 2,44,Online,N,0,0,75.43,0,54,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,55,Online,N,0,0,106,0,363,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,211,Online,N,0,0,100,0,141,Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 4,86,Online,N,0,0,102.1,1,132,Not_Canceled
2,0,0,5,Meal Plan 1,N,Room_Type 1,254,Online,N,0,0,90.95,0,299,Canceled
2,2,1,3,Meal Plan 1,N,Room_Type 6,73,Online,N,0,0,207.9,0,221,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,106.2,1,273,Not_Canceled
3,0,2,3,Not Selected,N,Room_Type 1,13,Online,N,0,0,110.4,0,234,Not_Canceled
1,0,0,3,Meal Plan 1,Y,Room_Type 1,4,Corporate,Y,0,1,67,1,355,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,20,Online,N,0,0,149,0,278,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,304,Online,N,0,0,89,0,308,Canceled
2,0,2,5,Meal Plan 2,N,Room_Type 4,121,Online,N,0,0,162,0,222,Canceled
3,0,0,3,Meal Plan 1,Y,Room_Type 4,14,Online,N,0,0,192.67,2,84,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,6,Online,N,0,0,111.67,0,327,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,12,Online,N,0,0,154,0,253,Canceled
2,0,2,0,Not Selected,N,Room_Type 1,81,Online,N,0,0,85.5,0,101,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,72,Online,N,0,0,105.3,0,107,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,105,1,223,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,25,Offline,N,0,0,85,1,292,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,280,Online,N,0,0,110,0,263,Canceled
2,0,0,1,Not Selected,N,Room_Type 1,17,Online,N,0,0,118,0,246,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,62,Online,N,0,0,99,0,79,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,58,Offline,N,0,0,75,1,325,Not_Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 6,1,Online,N,0,0,221,2,135,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,29,Online,N,0,0,95.95,1,108,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 4,105,Online,N,0,0,88.12,0,80,Not_Canceled
2,0,1,2,Meal Plan 2,N,Room_Type 1,105,Online,N,0,0,110,0,286,Canceled
1,0,1,3,Meal Plan 1,N,Room_Type 1,118,Offline,N,0,0,110,0,158,Not_Canceled
2,0,2,5,Meal Plan 2,N,Room_Type 1,142,Offline,N,0,0,110.75,0,150,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,43,Online,N,0,0,135.9,1,220,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,226,Offline,N,0,0,70,1,303,Not_Canceled
2,0,2,3,Not Selected,N,Room_Type 1,27,Online,N,0,0,105.84,0,164,Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,65,Online,N,0,0,82.45,1,88,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,191,Online,N,0,0,132,0,155,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,1,Online,N,0,0,116,1,107,Not_Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 1,33,Corporate,N,0,0,95,0,25,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,105,0,287,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,25,Online,N,0,0,107.03,1,266,Not_Canceled
2,0,4,5,Meal Plan 2,N,Room_Type 1,229,Online,N,0,0,107.64,1,318,Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,72,Offline,N,0,0,84,0,262,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,68,Offline,N,0,0,48,0,273,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,317,Online,N,0,0,120,0,259,Canceled
2,0,1,0,Not Selected,N,Room_Type 1,4,Online,N,0,0,114.73,2,144,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,2,Online,N,0,0,12,0,154,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,193,Online,N,0,0,120,0,172,Canceled
2,0,1,4,Not Selected,N,Room_Type 1,7,Online,N,0,0,121,1,118,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,13,Online,N,0,0,90.95,1,313,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,1,Online,N,0,0,98,1,220,Not_Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,122,Online,N,0,0,153,2,133,Not_Canceled
2,1,1,1,Meal Plan 1,N,Room_Type 1,10,Online,N,0,0,83.55,2,44,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,20,Offline,N,0,0,85.5,1,269,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,1,Corporate,N,0,0,85,0,273,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,5,Online,N,0,0,141.5,2,252,Not_Canceled
1,0,2,5,Not Selected,N,Room_Type 1,7,Online,N,0,0,59.14,0,358,Not_Canceled
1,0,1,1,Meal Plan 2,N,Room_Type 1,247,Online,N,0,0,87,0,158,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,95,0,287,Not_Canceled
2,1,0,2,Meal Plan 1,N,Room_Type 1,191,Online,N,0,0,130.5,1,236,Canceled
