workclass,education,marital_status,occupation,relationship,race,sex,native_country,income
Self-emp-inc,Some-college,Married-AF-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,China,<=50K
Private,7th-8th,Married-spouse-absent,Craft-repair,Husband,Asian-Pac-Islander,Male,Taiwan,<=50K
Self-emp-inc,Bachelors,Divorced,Handlers-cleaners,Other-relative,Black,Female,Iran,<=50K
State-gov,10th,Divorced,Machine-op-inspct,Wife,Black,Male,India,>50K
Private,Assoc-acdm,Separated,Craft-repair,Wife,White,Female,Iran,<=50K
Private,Preschool,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,Holland-Netherlands,>50K
Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,Germany,>50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Adm-clerical,Other-relative,Black,Female,Scotland,>50K
Local-gov,Bachelors,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Male,China,<=50K
Without-pay,Preschool,Never-married,Exec-managerial,Wife,Black,Male,Holland-Netherlands,>50K
Without-pay,HS-grad,Widowed,Machine-op-inspct,Not-in-family,Black,Male,Greece,<=50K
Federal-gov,1st-4th,Separated,Armed-Forces,Wife,Asian-Pac-Islander,Female,Japan,>50K
Private,11th,Widowed,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Female,Ireland,<=50K
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
Self-emp-inc,11th,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,Honduras,<=50K
State-gov,7th-8th,Married-AF-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Male,Vietnam,>50K
Federal-gov,Assoc-voc,Widowed,Craft-repair,Not-in-family,Black,Male,Puerto-Rico,>50K
Without-pay,9th,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,Columbia,<=50K
Local-gov,Prof-school,Married-civ-spouse,Armed-Forces,Own-child,Black,Male,Holland-Netherlands,>50K
Private,11th,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
Private,7th-8th,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
Without-pay,11th,Divorced,Exec-managerial,Wife,Black,Female,Dominican-Republic,>50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
Self-emp-inc,HS-grad,Married-AF-spouse,Transport-moving,Not-in-family,Other,Male,Vietnam,>50K
Private,Doctorate,Divorced,Handlers-cleaners,Not-in-family,Other,Male,Columbia,>50K
Without-pay,11th,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,Ecuador,<=50K
Self-emp-inc,Assoc-acdm,Married-AF-spouse,Armed-Forces,Husband,Black,Female,Holland-Netherlands,>50K
State-gov,Masters,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,Nicaragua,<=50K
Federal-gov,1st-4th,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Male,Portugal,<=50K
Local-gov,HS-grad,Married-AF-spouse,Other-service,Husband,Asian-Pac-Islander,Male,Poland,<=50K
State-gov,9th,Married-AF-spouse,Sales,Own-child,Other,Male,Italy,>50K
Private,Assoc-acdm,Separated,Handlers-cleaners,Other-relative,Black,Male,Outlying-US(Guam-USVI-etc),<=50K
Federal-gov,Preschool,Divorced,Transport-moving,Other-relative,Black,Male,Hong,>50K
Federal-gov,7th-8th,Widowed,Sales,Own-child,Black,Female,Puerto-Rico,<=50K
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
State-gov,5th-6th,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,Laos,<=50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,>50K
Self-emp-not-inc,1st-4th,Divorced,Sales,Unmarried,White,Female,United-States,<=50K
Private,Preschool,Separated,Tech-support,Husband,Asian-Pac-Islander,Male,Vietnam,>50K
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
Self-emp-inc,Assoc-acdm,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Male,Poland,<=50K
Self-emp-inc,12th,Married-spouse-absent,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,Trinadad&Tobago,>50K
Local-gov,11th,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,Vietnam,<=50K
Self-emp-inc,Assoc-acdm,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,Cuba,>50K
Without-pay,HS-grad,Widowed,Tech-support,Own-child,Amer-Indian-Eskimo,Male,Poland,>50K
Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,United-States,<=50K
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
Private,Some-college,Divorced,Other-service,Other-relative,Black,Female,Cuba,<=50K
Self-emp-inc,5th-6th,Married-spouse-absent,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,Cuba,<=50K
Self-emp-not-inc,5th-6th,Separated,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,Poland,>50K
Federal-gov,5th-6th,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,Outlying-US(Guam-USVI-etc),>50K
Private,Assoc-voc,Married-AF-spouse,Exec-managerial,Wife,Black,Male,Columbia,>50K
Private,Some-college,Never-married,Other-service,Other-relative,White,Female,United-States,<=50K
Local-gov,Bachelors,Married-spouse-absent,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,Outlying-US(Guam-USVI-etc),>50K
Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,Taiwan,>50K
State-gov,1st-4th,Married-AF-spouse,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,England,<=50K
Self-emp-inc,Masters,Married-spouse-absent,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,Cambodia,<=50K
Local-gov,10th,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,India,<=50K
Local-gov,Preschool,Separated,Priv-house-serv,Not-in-family,Black,Female,Laos,<=50K
Federal-gov,HS-grad,Widowed,Sales,Unmarried,White,Female,Germany,<=50K
Without-pay,9th,Widowed,Craft-repair,Wife,Other,Male,Cuba,>50K
Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,United-States,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Protective-serv,Unmarried,Other,Female,Laos,<=50K
Private,7th-8th,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,Columbia,<=50K
Without-pay,Prof-school,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,Yugoslavia,>50K
Self-emp-not-inc,Some-college,Widowed,Armed-Forces,Husband,Amer-Indian-Eskimo,Male,South,>50K
Self-emp-not-inc,7th-8th,Married-AF-spouse,Adm-clerical,Husband,Other,Male,Portugal,>50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
Self-emp-not-inc,Assoc-voc,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Female,Yugoslavia,<=50K
Self-emp-inc,HS-grad,Widowed,Other-service,Unmarried,White,Male,Cuba,<=50K
State-gov,Prof-school,Married-civ-spouse,Handlers-cleaners,Not-in-family,Other,Male,Hong,>50K
Without-pay,Preschool,Divorced,Protective-serv,Not-in-family,White,Female,Japan,<=50K
Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
Self-emp-not-inc,12th,Never-married,Exec-managerial,Wife,Black,Female,Iran,>50K
State-gov,1st-4th,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Female,Portugal,>50K
Private,Prof-school,Married-AF-spouse,Armed-Forces,Husband,Amer-Indian-Eskimo,Female,India,<=50K
Local-gov,Preschool,Widowed,Handlers-cleaners,Not-in-family,White,Female,Outlying-US(Guam-USVI-etc),<=50K
Local-gov,Assoc-voc,Separated,Priv-house-serv,Own-child,Black,Male,Italy,<=50K
Self-emp-inc,11th,Separated,Craft-repair,Unmarried,Black,Male,Outlying-US(Guam-USVI-etc),<=50K
Federal-gov,Bachelors,Separated,Tech-support,Unmarried,White,Female,Scotland,>50K
State-gov,9th,Widowed,Exec-managerial,Husband,Black,Female,Taiwan,<=50K
Federal-gov,Some-college,Separated,Priv-house-serv,Unmarried,White,Female,Philippines,<=50K
Private,Assoc-voc,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Male,China,<=50K
Local-gov,Some-college,Separated,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Male,Jamaica,>50K
Self-emp-not-inc,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,Nicaragua,>50K
State-gov,Masters,Never-married,Craft-repair,Unmarried,Other,Male,Guatemala,<=50K
Self-emp-not-inc,Some-college,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,Puerto-Rico,>50K
Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
Without-pay,Prof-school,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,Puerto-Rico,<=50K
Without-pay,Some-college,Married-spouse-absent,Protective-serv,Husband,Black,Male,Canada,<=50K
Self-emp-inc,Some-college,Widowed,Exec-managerial,Unmarried,White,Male,Columbia,<=50K
State-gov,1st-4th,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,France,<=50K
State-gov,Doctorate,Married-civ-spouse,Protective-serv,Not-in-family,Other,Male,Outlying-US(Guam-USVI-etc),<=50K
Federal-gov,10th,Widowed,Sales,Own-child,White,Female,Taiwan,>50K
Self-emp-not-inc,9th,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,Columbia,>50K
State-gov,Assoc-acdm,Married-AF-spouse,Tech-support,Not-in-family,Other,Female,Hungary,>50K
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Other-relative,White,Female,United-States,<=50K
Private,5th-6th,Never-married,Handlers-cleaners,Own-child,Black,Female,Japan,<=50K
Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Not-in-family,Other,Female,Trinadad&Tobago,>50K
Local-gov,Assoc-voc,Widowed,Farming-fishing,Not-in-family,Black,Female,Japan,>50K
Without-pay,9th,Married-AF-spouse,Priv-house-serv,Unmarried,Black,Male,Mexico,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,<=50K
Without-pay,Bachelors,Never-married,Machine-op-inspct,Wife,Black,Female,Hong,<=50K
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,United-States,>50K
State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
Self-emp-inc,7th-8th,Divorced,Exec-managerial,Wife,Other,Male,Canada,<=50K
Federal-gov,9th,Married-spouse-absent,Tech-support,Other-relative,Black,Male,Greece,>50K
Without-pay,7th-8th,Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,Mexico,<=50K
Without-pay,Doctorate,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,Philippines,<=50K
Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
Private,11th,Never-married,Other-service,Not-in-family,Black,Female,Jamaica,<=50K
State-gov,Masters,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,Japan,>50K
Local-gov,Bachelors,Widowed,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,Outlying-US(Guam-USVI-etc),<=50K
Private,Prof-school,Widowed,Priv-house-serv,Wife,Asian-Pac-Islander,Female,Poland,>50K
Without-pay,Doctorate,Married-AF-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Male,Portugal,>50K
Self-emp-not-inc,10th,Never-married,Farming-fishing,Not-in-family,Other,Male,Outlying-US(Guam-USVI-etc),<=50K
Without-pay,7th-8th,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,Portugal,<=50K
Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
State-gov,11th,Married-AF-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,Iran,>50K
Self-emp-not-inc,11th,Divorced,Craft-repair,Other-relative,Asian-Pac-Islander,Male,Vietnam,>50K
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Unmarried,Other,Male,Mexico,>50K
Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
State-gov,12th,Married-civ-spouse,Farming-fishing,Wife,Black,Male,Holland-Netherlands,>50K
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
Local-gov,12th,Married-spouse-absent,Farming-fishing,Other-relative,Other,Female,Vietnam,<=50K
Self-emp-not-inc,11th,Married-civ-spouse,Tech-support,Wife,Other,Female,South,>50K
Self-emp-not-inc,Bachelors,Married-civ-spouse,Protective-serv,Wife,Black,Male,Scotland,<=50K
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Self-emp-not-inc,11th,Married-spouse-absent,Tech-support,Husband,Black,Male,China,<=50K
Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
Without-pay,9th,Separated,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,Hong,<=50K
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
Local-gov,11th,Married-AF-spouse,Handlers-cleaners,Husband,White,Female,Philippines,>50K
Private,11th,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
Federal-gov,11th,Married-AF-spouse,Farming-fishing,Wife,Black,Male,Ecuador,<=50K
Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,Black,Female,Thailand,<=50K
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
Federal-gov,11th,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Female,Dominican-Republic,>50K
Private,5th-6th,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,Dominican-Republic,>50K
Federal-gov,12th,Married-spouse-absent,Prof-specialty,Husband,White,Male,Cambodia,>50K
Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,United-States,<=50K
Private,Prof-school,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,United-States,<=50K
Without-pay,10th,Married-spouse-absent,Prof-specialty,Husband,Black,Female,Columbia,<=50K
Federal-gov,HS-grad,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,Ireland,<=50K
Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,United-States,<=50K
Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Husband,Other,Female,El-Salvador,<=50K
Local-gov,5th-6th,Married-spouse-absent,Tech-support,Husband,Black,Male,Guatemala,>50K
Private,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,Black,Female,Iran,>50K
Self-emp-inc,Assoc-voc,Separated,Priv-house-serv,Own-child,Other,Male,Outlying-US(Guam-USVI-etc),>50K
Without-pay,Masters,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,Dominican-Republic,<=50K
State-gov,Bachelors,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,Cuba,<=50K
Private,9th,Separated,Adm-clerical,Wife,Other,Male,Yugoslavia,>50K
Without-pay,Assoc-acdm,Divorced,Transport-moving,Other-relative,Black,Female,Germany,<=50K
Local-gov,Some-college,Widowed,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,Thailand,>50K
State-gov,Preschool,Married-civ-spouse,Protective-serv,Own-child,White,Female,France,>50K
Federal-gov,11th,Separated,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Female,Vietnam,<=50K
Local-gov,Assoc-voc,Never-married,Prof-specialty,Husband,Black,Male,Holland-Netherlands,>50K
Private,9th,Married-AF-spouse,Farming-fishing,Other-relative,Black,Male,Japan,<=50K
Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Other,Male,Ecuador,<=50K
Federal-gov,12th,Never-married,Handlers-cleaners,Not-in-family,White,Female,Holland-Netherlands,<=50K
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
State-gov,Masters,Never-married,Exec-managerial,Other-relative,Black,Male,Japan,>50K
Private,Assoc-acdm,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,England,>50K
Private,Doctorate,Married-spouse-absent,Farming-fishing,Own-child,White,Male,France,<=50K
Self-emp-inc,12th,Separated,Tech-support,Not-in-family,Black,Female,India,<=50K
Self-emp-inc,Prof-school,Married-civ-spouse,Protective-serv,Wife,White,Female,Canada,>50K
Local-gov,5th-6th,Never-married,Exec-managerial,Husband,White,Female,Portugal,<=50K
Self-emp-not-inc,10th,Married-spouse-absent,Craft-repair,Own-child,Other,Female,Yugoslavia,>50K
Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,United-States,<=50K
Self-emp-not-inc,5th-6th,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Iran,<=50K
Self-emp-inc,5th-6th,Married-spouse-absent,Prof-specialty,Other-relative,Black,Female,El-Salvador,<=50K
Private,HS-grad,Married-spouse-absent,Tech-support,Wife,Amer-Indian-Eskimo,Female,Germany,>50K
State-gov,11th,Married-spouse-absent,Other-service,Own-child,Black,Female,Peru,<=50K
Private,Masters,Widowed,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,France,<=50K
Private,9th,Separated,Machine-op-inspct,Unmarried,Other,Male,Canada,<=50K
Local-gov,9th,Married-AF-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,Scotland,<=50K
Local-gov,Assoc-acdm,Married-civ-spouse,Sales,Own-child,Black,Male,India,<=50K
State-gov,10th,Married-AF-spouse,Tech-support,Other-relative,White,Male,France,<=50K
Federal-gov,Bachelors,Married-civ-spouse,Priv-house-serv,Own-child,Other,Male,Mexico,<=50K
Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,Honduras,>50K
Without-pay,5th-6th,Separated,Tech-support,Unmarried,White,Male,Vietnam,<=50K
Self-emp-not-inc,10th,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,Italy,<=50K
Federal-gov,HS-grad,Married-spouse-absent,Craft-repair,Unmarried,Black,Male,Trinadad&Tobago,>50K
Private,Assoc-voc,Married-AF-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,Poland,<=50K
Private,Some-college,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
State-gov,9th,Widowed,Sales,Husband,White,Female,Hungary,<=50K
Without-pay,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Other,Female,Greece,<=50K
Federal-gov,11th,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,Hungary,>50K
Private,9th,Never-married,Sales,Own-child,Black,Female,Germany,>50K
Self-emp-not-inc,Bachelors,Married-spouse-absent,Priv-house-serv,Own-child,Amer-Indian-Eskimo,Female,England,>50K
Local-gov,7th-8th,Never-married,Priv-house-serv,Other-relative,White,Female,Canada,<=50K
Self-emp-inc,Prof-school,Married-spouse-absent,Craft-repair,Unmarried,Asian-Pac-Islander,Female,Ecuador,<=50K
Federal-gov,9th,Never-married,Protective-serv,Husband,Black,Female,Hong,<=50K
Private,5th-6th,Separated,Transport-moving,Wife,White,Female,Thailand,>50K
Federal-gov,1st-4th,Separated,Tech-support,Husband,Amer-Indian-Eskimo,Female,United-States,>50K
Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
Local-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
Private,7th-8th,Married-AF-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,Nicaragua,>50K
Without-pay,Masters,Married-spouse-absent,Exec-managerial,Husband,Other,Male,United-States,<=50K
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
Self-emp-inc,Doctorate,Divorced,Transport-moving,Husband,Black,Male,Mexico,<=50K
Private,10th,Married-civ-spouse,Tech-support,Unmarried,Asian-Pac-Islander,Male,Holland-Netherlands,>50K
State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
Self-emp-not-inc,11th,Married-civ-spouse,Armed-Forces,Husband,Black,Female,Cuba,<=50K
Federal-gov,HS-grad,Married-AF-spouse,Sales,Wife,White,Female,United-States,<=50K
State-gov,Prof-school,Separated,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,Holland-Netherlands,>50K
Federal-gov,HS-grad,Never-married,Prof-specialty,Other-relative,White,Male,Yugoslavia,<=50K
Federal-gov,12th,Married-spouse-absent,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,Japan,<=50K
Self-emp-not-inc,Bachelors,Married-spouse-absent,Priv-house-serv,Wife,Asian-Pac-Islander,Female,Germany,>50K
Federal-gov,11th,Widowed,Adm-clerical,Wife,White,Male,Cambodia,>50K
Federal-gov,7th-8th,Married-spouse-absent,Priv-house-serv,Wife,Other,Male,South,<=50K
